word,pos,cefr
method,noun,B1
metric,adjective,B1
micro,noun,B1
microbe,noun,B1
microcomputer,noun,B1
micrometer/micrometre,noun,B1
microorganism,noun,B1
microphone,noun,B1
microscope,noun,B1
microscopic,adjective,B1
microscopy,noun,B1
microwave,noun,B1
midday,noun,B1
middle,adjective,B1
middle,noun,B1
middle-aged,adjective,B1
midnight,noun,B1
midst,noun,B1
might,modal auxiliary,B1
mighty,adjective,B1
migration,noun,B1
mild,adjective,B1
mile,noun,B1
military,adjective,B1
milk,noun,B1
mill,noun,B1
millimeter/millimetre,noun,B1
million,number,B1
millionaire,noun,B1
mimic,noun,B1
mind,noun,B1
mind,verb,B1
mine,noun,B1
mine,pronoun,B1
mineral,noun,B1
mineral water,noun,B1
miniature,adjective,B1
minimize/minimise,verb,B1
minimum,adjective,B1
minimum,noun,B1
minister,noun,B1
minor,adjective,B1
minority,noun,B1
mint,noun,B1
minus,preposition,B1
minute,noun,B1
miracle,noun,B1
mirror,noun,B1
mischief,noun,B1
misconception,noun,B1
miserable,adjective,B1
misery,noun,B1
misfortune,noun,B1
mislead,verb,B1
misleading,adjective,B1
Miss,noun,B1
miss,verb,B1
missile,noun,B1
missing,adjective,B1
mission,noun,B1
mist,noun,B1
mistake,noun,B1
mistreat,verb,B1
mistrustful,adjective,B1
misty,adjective,B1
misunderstand,verb,B1
misunderstanding,noun,B1
mix,noun,B1
mix,verb,B1
mixing bowl,noun,B1
mixture,noun,B1
mobile,adjective,B1
mobile,noun,B1
mobile phone,noun,B1
mobility,noun,B1
mock,adjective,B1
modal verb/modal,noun,B1
model,adjective,B1
model,noun,B1
model,verb,B1
modem,noun,B1
moderate,adjective,B1
modern,adjective,B1
modernization/modernisation,noun,B1
modernize/modernise,verb,B1
modest,adjective,B1
modification,noun,B1
modify,verb,B1
mogul,noun,B1
moisture,noun,B1
mold/mould,noun,B1
molecule,noun,B1
mom,noun,B1
moment,noun,B1
momentarily,adverb,B1
momentary,adjective,B1
mommy/mommie,noun,B1
monastery,noun,B1
Monday,noun,B1
money,noun,B1
monitor,noun,B1
monitor,verb,B1
monk,noun,B1
monkey,noun,B1
monster,noun,B1
month,noun,B1
monthly,adjective,B1
monthly,adverb,B1
monument,noun,B1
mood,noun,B1
moody,adjective,B1
moon,noun,B1
moonlight,noun,B1
moonscape,noun,B1
moral,adjective,B1
moral,noun,B1
morality,noun,B1
morally,adverb,B1
more,adverb,B1
more,determiner,B1
more,pronoun,B1
moreover,adverb,B1
morning,noun,B1
mortal,adjective,B1
mortar,noun,B1
mortgage,noun,B1
mortify,verb,B1
mosque,noun,B1
mosquito,noun,B1
moss,noun,B1
most,adverb,B1
most,determiner,B1
most,pronoun,B1
mostly,adverb,B1
mother,noun,B1
mother-in-law,noun,B1
motherland,noun,B1
motion,noun,B1
motionless,adjective,B1
motivate,verb,B1
motivated,adjective,B1
motivation,noun,B1
motive,noun,B1
motor,noun,B1
motorbike,noun,B1
motorcycle,noun,B1
motorist,noun,B1
motorway,noun,B1
motto,noun,B1
mount,noun,B1
mount,verb,B1
mountain,noun,B1
mountaintop,noun,B1
mourn,verb,B1
mournful,adjective,B1
mouse,noun,B1
mouth,noun,B1
move,noun,B1
move,verb,B1
movement,noun,B1
mover,noun,B1
movie,noun,B1
moving,adjective,B1
MP3 player,noun,B1
Mr./Mr,noun,B1
Mrs./Mrs,noun,B1
Ms./Ms,noun,B1
much,adverb,B1
much,determiner,B1
much,pronoun,B1
mud,noun,B1
muddy,adjective,B1
mug,noun,B1
mule,noun,B1
multiple,adjective,B1
multiply,verb,B1
mum,noun,B1
mumble,noun,B1
mumble,verb,B1
murder,noun,B1
murder,verb,B1
murderer,noun,B1
murmur,noun,B1
muscle,noun,B1
muse,verb,B1
museum,noun,B1
mushroom,noun,B1
music,noun,B1
musical,adjective,B1
musical,noun,B1
musician,noun,B1
must,modal auxiliary,B1
mustache/moustache,noun,B1
mustard,noun,B1
mutability,noun,B1
mutable,adjective,B1
mutter,noun,B1
mutter,verb,B1
mutton,noun,B1
mutual,adjective,B1
my,determiner,B1
myself,pronoun,B1
mysterious,adjective,B1
mystery,noun,B1
mystify,verb,B1
myth,noun,B1
nail,noun,B1
naked,adjective,B1
name,noun,B1
name,verb,B1
nano,noun,B1
nap,noun,B1
napkin,noun,B1
narcissistic,adjective,B1
narrate,verb,B1
narrative,adjective,B1
narrator,noun,B1
narrow,adjective,B1
narrowly,adverb,B1
nasty,adjective,B1
nation,noun,B1
national,adjective,B1
nationalist,noun,B1
nationality,noun,B1
nationwide,adjective,B1
nationwide,adverb,B1
native,adjective,B1
native speaker,noun,B1
natural,adjective,B1
naturally,adverb,B1
nature,noun,B1
naughty,adjective,B1
naval,adjective,B1
navigate,verb,B1
navigation,noun,B1
navy,noun,B1
navy blue,adjective,B1
near,adjective,B1
near,adverb,B1
near,preposition,B1
nearby,adjective,B1
nearby,adverb,B1
nearly,adverb,B1
neat,adjective,B1
necessarily,adverb,B1
necessary,adjective,B1
necessity,noun,B1
neck,noun,B1
necklace,noun,B1
nectar,noun,B1
need,modal auxiliary,B1
need,noun,B1
need,verb,B1
needle,noun,B1
needless,adjective,B1
needy,adjective,B1
negative,adjective,B1
negatively,adverb,B1
neglect,noun,B1
negotiate,verb,B1
negotiation,noun,B1
neighbor/neighbour,noun,B1
neighborhood/neighbourhood,noun,B1
neighboring/neighbouring,adjective,B1
neither,adverb,B1
neither,conjunction,B1
neither,determiner,B1
neither,pronoun,B1
nephew,noun,B1
nerve,noun,B1
nerves,noun,B1
nervous,adjective,B1
nervously,adverb,B1
nervousness,noun,B1
ness,noun,B1
net,adjective,B1
net,noun,B1
netsurfer/net surfer,noun,B1
network,noun,B1
neurosis,noun,B1
neutral,adjective,B1
never,adverb,B1
nevertheless,adverb,B1
new,adjective,B1
newborn,adjective,B1
newcomer,noun,B1
newly,adverb,B1
news,noun,B1
newscaster,noun,B1
newspaper,noun,B1
newsworthy,adjective,B1
next,adverb,B1
next,determiner,B1
next,pronoun,B1
next door,adverb,B1
next to,preposition,B1
next-door,adjective,B1
nice,adjective,B1
nicely,adverb,B1
nickname,noun,B1
niece,noun,B1
night,noun,B1
nightclub,noun,B1
nightlife,noun,B1
nightmare,noun,B1
nine,number,B1
nineteen,number,B1
ninety,number,B1
no,adverb,B1
no,determiner,B1
no one,pronoun,B1
nobility,noun,B1
noble,adjective,B1
nobleman,noun,B1
nobody,pronoun,B1
nod,noun,B1
nod,verb,B1
noise,noun,B1
noisily,adverb,B1
noisy,adjective,B1
nomad,noun,B1
nomination,noun,B1
nominee,noun,B1
none,pronoun,B1
nonetheless,adverb,B1
nonprofessional,adjective,B1
nonsense,noun,B1
non-smoking,adjective,B1
noon,noun,B1
nor,conjunction,B1
normal,adjective,B1
normally,adverb,B1
north,adjective,B1
north,adverb,B1
north,noun,B1
northeast,adjective,B1
northeast,noun,B1
northeastern,adjective,B1
northern,adjective,B1
northward,adverb,B1
northwest,adjective,B1
northwest,noun,B1
northwestern,adjective,B1
nose,noun,B1
nostril,noun,B1
not,adverb,B1
note,noun,B1
note,verb,B1
notebook,noun,B1
nothing,pronoun,B1
notice,noun,B1
notice,verb,B1
noticeable,adjective,B1
noticeboard,noun,B1
notion,noun,B1
notorious,adjective,B1
nought,noun,B1
noun,noun,B1
nourish,verb,B1
nourishment,noun,B1
novel,noun,B1
novelist,noun,B1
novelty,noun,B1
November,noun,B1
now,adverb,B1
now,conjunction,B1
nowadays,adverb,B1
nowhere,adverb,B1
nuclear,adjective,B1
nucleus,noun,B1
nuisance,noun,B1
number,noun,B1
numerical,adjective,B1
numerous,adjective,B1
nurse,noun,B1
nurse,verb,B1
nursery,noun,B1
nut,noun,B1
nutrient,noun,B1
nutrition,noun,B1
nutritious,adjective,B1
nutshell,noun,B1
oak,noun,B1
oath,noun,B1
obedience,noun,B1
obedient,adjective,B1
obey,verb,B1
obituary,noun,B1
object,noun,B1
object,verb,B1
objection,noun,B1
objective,adjective,B1
objective,noun,B1
obligation,noun,B1
observation,noun,B1
observe,verb,B1
observer,noun,B1
obsess,verb,B1
obsession,noun,B1
obsessive,adjective,B1
obstacle,noun,B1
obtain,verb,B1
obvious,adjective,B1
obviously,adverb,B1
occasion,noun,B1
occasion,verb,B1
occasional,adjective,B1
occasionally,adverb,B1
occupation,noun,B1
occupy,verb,B1
occur,verb,B1
ocean,noun,B1
o'clock,adverb,B1
October,noun,B1
odd,adjective,B1
of,preposition,B1
off,adjective,B1
off,adverb,B1
off,preposition,B1
offend,verb,B1
offender,noun,B1
offense/offence,noun,B1
offensive,adjective,B1
offer,noun,B1
offer,verb,B1
offhand,adverb,B1
office,noun,B1
officer,noun,B1
official,adjective,B1
official,noun,B1
officially,adverb,B1
offshore,adjective,B1
often,adverb,B1
oil,noun,B1
oily,adjective,B1
ointment,noun,B1
OK/okay,adjective,B1
OK/okay,adverb,B1
old,adjective,B1
old-fashioned,adjective,B1
olive,noun,B1
olive oil,noun,B1
Olympia,noun,B1
Olympiad,noun,B1
Olympic,adjective,B1
Olympics,noun,B1
omelet/omelette,noun,B1
on,adverb,B1
on,preposition,B1
once,adverb,B1
once,conjunction,B1
one,determiner,B1
one,number,B1
one,pronoun,B1
oneself,pronoun,B1
onion,noun,B1
online,adjective,B1
online,adverb,B1
only,adjective,B1
only,adverb,B1
onstage,adjective,B1
onto/on to,preposition,B1
open,adjective,B1
open,verb,B1
opening,noun,B1
openly,adverb,B1
opera,noun,B1
operate,verb,B1
operation,noun,B1
operator,noun,B1
opinion,noun,B1
opponent,noun,B1
opportunity,noun,B1
oppose,verb,B1
opposite,adjective,B1
opposite,adverb,B1
opposite,noun,B1
opposite,preposition,B1
opposition,noun,B1
oppress,verb,B1
oppression,noun,B1
optimism,noun,B1
optimist,noun,B1
optimistic,adjective,B1
option,noun,B1
optional,adjective,B1
or,conjunction,B1
oral,adjective,B1
oral,noun,B1
orange,adjective,B1
orange,noun,B1
orator,noun,B1
orbit,noun,B1
orchestra,noun,B1
orchestral,adjective,B1
orchid,noun,B1
order,noun,B1
order,verb,B1
orderly,adjective,B1
ordinary,adjective,B1
organ,noun,B1
organic,adjective,B1
organism,noun,B1
organization/organisation,noun,B1
organize/organise,verb,B1
organized/organised,adjective,B1
organizer/organiser,noun,B1
origin,noun,B1
original,adjective,B1
original,noun,B1
originality,noun,B1
originally,adverb,B1
originate,verb,B1
ornament,noun,B1
orphan,noun,B1
other,determiner,B1
other,pronoun,B1
otherwise,adverb,B1
ought to,modal auxiliary,B1
ounce,noun,B1
our,determiner,B1
ours,pronoun,B1
ourselves,pronoun,B1
out,adverb,B1
out of,preposition,B1
outback,noun,B1
outbreak,noun,B1
outcome,noun,B1
outdistance,verb,B1
outdo,verb,B1
outdoor,adjective,B1
outdoors,adverb,B1
outer,adjective,B1
outfit,noun,B1
outgrow,verb,B1
outing,noun,B1
outlaw,noun,B1
outlet,noun,B1
outline,noun,B1
outline,verb,B1
outlive,verb,B1
outlook,noun,B1
out-of-date,adjective,B1
outpatient,noun,B1
output,noun,B1
outrage,noun,B1
outrageous,adjective,B1
outshine,verb,B1
outside,adjective,B1
outside,adverb,B1
outside,noun,B1
outside,preposition,B1
outsider,noun,B1
outskirts,noun,B1
outstanding,adjective,B1
outward,adjective,B1
outwardly,adverb,B1
outweigh,verb,B1
oval,adjective,B1
oven,noun,B1
over,adverb,B1
over,preposition,B1
overall,adjective,B1
overall,adverb,B1
overboard,adverb,B1
overbook,verb,B1
overcoat,noun,B1
overcome,verb,B1
overemphasize/overemphasise,verb,B1
overestimate,verb,B1
overhear,verb,B1
overjoyed,adjective,B1
overlap,noun,B1
overlook,verb,B1
overly,adverb,B1
overnight,adjective,B1
overnight,adverb,B1
overseas,adjective,B1
overseas,adverb,B1
overshadow,verb,B1
oversize,adjective,B1
overstep,verb,B1
overtake,verb,B1
overthrow,verb,B1
overtime,adverb,B1
overtime,noun,B1
overturn,verb,B1
overweight,adjective,B1
overwhelm,verb,B1
overwhelming,adjective,B1
overwork,noun,B1
ow,noun,B1
owe,verb,B1
owing,adjective,B1
owing to,preposition,B1
owl,noun,B1
own,adjective,B1
own,pronoun,B1
own,verb,B1
owner,noun,B1
ox,noun,B1
oxygen,noun,B1
ozone,noun,B1
p.m./P.M./pm/PM,adverb,B1
pa,noun,B1
pace,noun,B1
pacific,adjective,B1
pack,noun,B1
pack,verb,B1
package,noun,B1
packed,adjective,B1
packet,noun,B1
packing,noun,B1
pad,noun,B1
paddle,noun,B1
page,noun,B1
paid,adjective,B1
pain,noun,B1
painful,adjective,B1
paint,noun,B1
paint,verb,B1
paintbrush,noun,B1
painter,noun,B1
painting,noun,B1
pair,noun,B1
pajamas/pyjamas,noun,B1
pal,noun,B1
palace,noun,B1
pale,adjective,B1
pallet,noun,B1
palm,noun,B1
pan,noun,B1
pancake,noun,B1
pandemic,adjective,B1
panel,noun,B1
panic,noun,B1
panic,verb,B1
pants,noun,B1
papaya,noun,B1
paper,noun,B1
paperless,adjective,B1
paperwork,noun,B1
parachute,noun,B1
parade,noun,B1
paradise,noun,B1
paradox,noun,B1
paragraph,noun,B1
paralysis,noun,B1
paralyze/paralyse,verb,B1
paramedic,adjective,B1
paratrooper,noun,B1
parcel,noun,B1
pardon,noun,B1
pardon,verb,B1
parent,noun,B1
parental,adjective,B1
park,noun,B1
park,verb,B1
parking,noun,B1
parliament,noun,B1
parrot,noun,B1
part,noun,B1
part,verb,B1
partial,adjective,B1
participant,noun,B1
participate,verb,B1
participation,noun,B1
participle,noun,B1
particle,noun,B1
particular,adjective,B1
particularly,adverb,B1
partisan,noun,B1
partly,adverb,B1
partner,noun,B1
partnership,noun,B1
part-time,adjective,B1
part-time,adverb,B1
party,noun,B1
pass,noun,B1
pass,verb,B1
passage,noun,B1
passenger,noun,B1
passion,noun,B1
passionate,adjective,B1
passionately,adverb,B1
passive,adjective,B1
passport,noun,B1
password,noun,B1
past,adjective,B1
past,adverb,B1
past,preposition,B1
pasta,noun,B1
pastor,noun,B1
pastoral,adjective,B1
patch,noun,B1
path,noun,B1
patience,noun,B1
patient,adjective,B1
patient,noun,B1
patiently,adverb,B1
patriot,noun,B1
patriotic,adjective,B1
patriotism,noun,B1
patrol,noun,B1
patron,noun,B1
pattern,noun,B1
pause,noun,B1
pause,verb,B1
pave,verb,B1
pavement,noun,B1
paw,noun,B1
pawnbroker,noun,B1
pawnshop,noun,B1
pay,noun,B1
pay,verb,B1
payment,noun,B1
PC,noun,B1
pea,noun,B1
peace,noun,B1
peaceful,adjective,B1
peacefully,adverb,B1
peach,noun,B1
peak,noun,B1
peanut,noun,B1
pear,noun,B1
pearl,noun,B1
pebble,noun,B1
peculiar,adjective,B1
pedal,noun,B1
pedantic,adjective,B1
pedestrian,noun,B1
pee,verb,B1
peel,noun,B1
peel,verb,B1
peep,noun,B1
peer,noun,B1
peg,noun,B1
pen,noun,B1
penalize/penalise,verb,B1
penalty,noun,B1
pence,noun,B1
pencil,noun,B1
penetrate,verb,B1
penfriend/pen friend,noun,B1
penguin,noun,B1
penicillin,noun,B1
penniless,adjective,B1
penny,noun,B1
pension,noun,B1
pentagon,noun,B1
people,noun,B1
pepper,noun,B1
per,preposition,B1
perceive,verb,B1
percent/per cent,noun,B1
percentage,noun,B1
perception,noun,B1
perfect,adjective,B1
perfectly,adverb,B1
perform,verb,B1
performance,noun,B1
performer,noun,B1
perfume,noun,B1
perhaps,adverb,B1
period,noun,B1
permanence,noun,B1
permanent,adjective,B1
permanently,adverb,B1
permeate,verb,B1
permission,noun,B1
permit,verb,B1
perseverance,noun,B1
persist,verb,B1
persistence,noun,B1
persistent,adjective,B1
person,noun,B1
personal,adjective,B1
personality,noun,B1
personally,adverb,B1
personification,noun,B1
personify,verb,B1
personnel,noun,B1
perspective,noun,B1
perspiration,noun,B1
persuade,verb,B1
persuasion,noun,B1
persuasive,adjective,B1
pessimist,noun,B1
pessimistic,adjective,B1
pet,noun,B1
petrified,adjective,B1
petrol,noun,B1
petrol station,noun,B1
petty,adjective,B1
pH,noun,B1
phantom,adjective,B1
pharmacist,noun,B1
pharmacy,noun,B1
phase,noun,B1
phenomenon,noun,B1
philosopher,noun,B1
philosophical,adjective,B1
philosophy,noun,B1
phoenix,noun,B1
phone,noun,B1
phone,verb,B1
photo,noun,B1
photocopy,noun,B1
photograph,noun,B1
photograph,verb,B1
photographer,noun,B1
photography,noun,B1
phrasal verb,noun,B1
phrase,noun,B1
physical,adjective,B1
physically,adverb,B1
physician,noun,B1
physics,noun,B1
pi,noun,B1
piano,noun,B1
pick,noun,B1
pick,verb,B1
pickle,noun,B1
picky,adjective,B1
picnic,noun,B1
picture,noun,B1
picture,verb,B1
picturesque,adjective,B1
pie,noun,B2
piece,noun,B2
piety,noun,B2
pig,noun,B2
pile,noun,B2
pilgrim,noun,B2
pill,noun,B2
pillow,noun,B2
pillowcase,noun,B2
pilot,noun,B2
pin,noun,B2
pin,verb,B2
pine,noun,B2
pineapple,noun,B2
pink,adjective,B2
pink,noun,B2
pint,noun,B2
pipe,noun,B2
piracy,noun,B2
pirate,noun,B2
pit,noun,B2
pitch,noun,B2
pitch,verb,B2
pity,noun,B2
pizza,noun,B2
place,noun,B2
place,verb,B2
plague,noun,B2
plain,adjective,B2
plan,noun,B2
plan,verb,B2
plane,noun,B2
planet,noun,B2
planning,noun,B2
plant,noun,B2
plant,verb,B2
plastic,adjective,B2
plastic,noun,B2
plate,noun,B2
platform,noun,B2
play,noun,B2
play,verb,B2
player,noun,B2
playful,adjective,B2
playground,noun,B2
playmate,noun,B2
playwright,noun,B2
plead,verb,B2
pleasant,adjective,B2
pleasantly,adverb,B2
please,adverb,B2
please,verb,B2
pleased,adjective,B2
pleasing,adjective,B2
pleasure,noun,B2
plenty,noun,B2
plenty,pronoun,B2
plot,noun,B2
pluck,verb,B2
plug,noun,B2
plug,verb,B2
plum,noun,B2
plumber,noun,B2
plural,noun,B2
plus,conjunction,B2
plus,noun,B2
plus,preposition,B2
pneumonia,noun,B2
pocket,noun,B2
pocket money,noun,B2
poem,noun,B2
poet,noun,B2
poetry,noun,B2
point,noun,B2
point,verb,B2
point of view,noun,B2
pointless,adjective,B2
poison,noun,B2
poison,verb,B2
poisonous,adjective,B2
polar bear,noun,B2
pole,noun,B2
police,noun,B2
police officer,noun,B2
police station,noun,B2
policeman,noun,B2
policewoman,noun,B2
policy,noun,B2
polio,noun,B2
polish,noun,B2
polite,adjective,B2
politely,adverb,B2
politeness,noun,B2
political,adjective,B2
politically,adverb,B2
politician,noun,B2
politics,noun,B2
polity,noun,B2
pollutant,noun,B2
pollute,verb,B2
pollution,noun,B2
polo,noun,B2
pond,noun,B2
ponder,verb,B2
pool,noun,B2
poor,adjective,B2
pop,noun,B2
pop,verb,B2
popcorn,noun,B2
popular,adjective,B2
popularity,noun,B2
popularize/popularise,verb,B2
population,noun,B2
porch,noun,B2
pork,noun,B2
port,noun,B2
portion,noun,B2
portrait,noun,B2
pose,noun,B2
posh,adjective,B2
position,noun,B2
positive,adjective,B2
positively,adverb,B2
possess,verb,B2
possessed,adjective,B2
possession,noun,B2
possessive,adjective,B2
possibility,noun,B2
possible,adjective,B2
possibly,adverb,B2
post,noun,B2
post,verb,B2
post office,noun,B2
postal,adjective,B2
postcard,noun,B2
poster,noun,B2
postman,noun,B2
postpone,verb,B2
pot,noun,B2
potato,noun,B2
potent,adjective,B2
potential,adjective,B2
potential,noun,B2
potentially,adverb,B2
pottery,noun,B2
pound,noun,B2
pound,verb,B2
pour,verb,B2
poverty,noun,B2
powder,noun,B2
powder,verb,B2
power,noun,B2
powerful,adjective,B2
powerfully,adverb,B2
practical,adjective,B2
practicality,noun,B2
practically,adverb,B2
practice,noun,B2
practice/practise,verb,B2
praise,noun,B2
praise,verb,B2
prance,noun,B2
prawn,noun,B2
pray,verb,B2
prayer,noun,B2
precede,verb,B2
precious,adjective,B2
precise,adjective,B2
precisely,adverb,B2
predicament,noun,B2
predicate,verb,B2
predicative,adjective,B2
predict,verb,B2
predictable,adjective,B2
prediction,noun,B2
predictive,adjective,B2
predictor,noun,B2
prefect,noun,B2
prefer,verb,B2
preferable,adjective,B2
preferably,adverb,B2
preference,noun,B2
prefix,noun,B2
pregnant,adjective,B2
prehistoric,adjective,B2
prehuman,noun,B2
preindustrial,adjective,B2
prejudge,verb,B2
prejudice,noun,B2
preliminary,adjective,B2
preoccupy,verb,B2
preparation,noun,B2
prepare,verb,B2
prepared,adjective,B2
preposition,noun,B2
preschool,adjective,B2
prescribe,verb,B2
prescription,noun,B2
presence,noun,B2
present,adjective,B2
present,noun,B2
present,verb,B2
presentation,noun,B2
presenter,noun,B2
preservation,noun,B2
preserve,verb,B2
presidency,noun,B2
president,noun,B2
presidential,adjective,B2
press,noun,B2
press,verb,B2
pressure,noun,B2
prestige,noun,B2
prestigious,adjective,B2
presumably,adverb,B2
pretend,adjective,B2
pretend,verb,B2
pretty,adjective,B2
pretty,adverb,B2
prevail,verb,B2
prevent,verb,B2
prevention,noun,B2
preventive,adjective,B2
previous,adjective,B2
previously,adverb,B2
price,noun,B2
price,verb,B2
priceless,adjective,B2
prick,noun,B2
pride,noun,B2
priest,noun,B2
primarily,adverb,B2
primary,adjective,B2
primary school,noun,B2
prime,adjective,B2
prime minister,noun,B2
primitive,adjective,B2
prince,noun,B2
princess,noun,B2
principal,adjective,B2
principal,noun,B2
principle,noun,B2
print,noun,B2
print,verb,B2
printer,noun,B2
prior,adjective,B2
priority,noun,B2
prison,noun,B2
prisoner,noun,B2
privacy,noun,B2
private,adjective,B2
privately,adverb,B2
privilege,noun,B2
prize,noun,B2
pro,noun,B2
probability,noun,B2
probable,adjective,B2
probably,adverb,B2
probe,noun,B2
problem,noun,B2
procedure,noun,B2
proceed,verb,B2
process,noun,B2
process,verb,B2
proclaim,verb,B2
procrastination,noun,B2
produce,verb,B2
producer,noun,B2
product,noun,B2
production,noun,B2
productive,adjective,B2
profession,noun,B2
professional,adjective,B2
professional,noun,B2
professor,noun,B2
profile,noun,B2
profit,noun,B2
profitable,adjective,B2
program/programme,noun,B2
program/programme,verb,B2
programmer,noun,B2
programming,noun,B2
progress,noun,B2
progress,verb,B2
progressive,adjective,B2
prohibit,verb,B2
prohibition,noun,B2
project,noun,B2
project,verb,B2
projection,noun,B2
prom,noun,B2
prominence,noun,B2
prominent,adjective,B2
promise,noun,B2
promise,verb,B2
promote,verb,B2
promotion,noun,B2
prompt,adjective,B2
prompt,noun,B2
prompt,verb,B2
promptly,adverb,B2
pronoun,noun,B2
pronounce,verb,B2
pronunciation,noun,B2
proof,noun,B2
proper,adjective,B2
properly,adverb,B2
property,noun,B2
proponent,noun,B2
proportion,noun,B2
proposal,noun,B2
propose,verb,B2
proposed,adjective,B2
prose,noun,B2
prosecute,verb,B2
prospect,noun,B2
prosper,verb,B2
prosperity,noun,B2
prosperous,adjective,B2
protect,verb,B2
protection,noun,B2
protective,adjective,B2
protest,noun,B2
protest,verb,B2
proud,adjective,B2
proudly,adverb,B2
prove,verb,B2
proven,adjective,B2
proverb,noun,B2
provide,verb,B2
provided,conjunction,B2
province,noun,B2
provision,noun,B2
proximity,noun,B2
psychological,adjective,B2
psychologically,adverb,B2
psychologist,noun,B2
psychology,noun,B2
pub,noun,B2
public,adjective,B2
public,noun,B2
public transport,noun,B2
publication,noun,B2
publicity,noun,B2
publicize/publicise,verb,B2
publicly,adverb,B2
publish,verb,B2
publisher,noun,B2
pudding,noun,B2
pull,verb,B2
pullover,noun,B2
pulse,noun,B2
pump,noun,B2
pumpkin,noun,B2
punch,noun,B2
punch,verb,B2
punctual,adjective,B2
punctuality,noun,B2
punctuation,noun,B2
punish,verb,B2
punishment,noun,B2
pupil,noun,B2
puppy,noun,B2
purchase,noun,B2
purchase,verb,B2
pure,adjective,B2
purify,verb,B2
purple,adjective,B2
purple,noun,B2
purpose,noun,B2
purposeful,adjective,B2
purse,noun,B2
pursue,verb,B2
pursuit,noun,B2
push,noun,B2
push,verb,B2
put,verb,B2
puzzle,noun,B2
puzzled,adjective,B2
quake,noun,B2
qualification,noun,B2
qualified,adjective,B2
qualify,verb,B2
quality,adjective,B2
quality,noun,B2
quantify,verb,B2
quantity,noun,B2
quarantine,noun,B2
quarrel,noun,B2
quarrel,verb,B2
quarrelsome,adjective,B2
quarter,noun,B2
queen,noun,B2
queer,adjective,B2
query,noun,B2
question,noun,B2
question,verb,B2
question mark,noun,B2
questionnaire,noun,B2
queue,noun,B2
queue,verb,B2
quick,adjective,B2
quickly,adverb,B2
quiet,adjective,B2
quiet,noun,B2
quietly,adverb,B2
quit,adjective,B2
quit,verb,B2
quite,adverb,B2
quiz,noun,B2
quotable,adjective,B2
quotation,noun,B2
quote,noun,B2
quote,verb,B2
rabbit,noun,B2
race,noun,B2
race,verb,B2
racial,adjective,B2
racism,noun,B2
racist,noun,B2
rack,noun,B2
racket,noun,B2
radar,noun,B2
radiate,verb,B2
radiation,noun,B2
radical,noun,B2
radically,adverb,B2
radio,noun,B2
radium,noun,B2
rafter,noun,B2
rag,noun,B2
rage,noun,B2
rail,noun,B2
railroad,noun,B2
railway,noun,B2
rain,noun,B2
rain,verb,B2
rainbow,noun,B2
raincoat,noun,B2
rainfall,noun,B2
rainforest,noun,B2
rainstorm,noun,B2
rainy,adjective,B2
raise,verb,B2
rally,noun,B2
ram,noun,B2
ramp,noun,B2
range,noun,B2
range,verb,B2
ranger,noun,B2
rank,noun,B2
rap,noun,B2
rap,verb,B2
rape,noun,B2
rape,verb,B2
rapid,adjective,B2
rapidly,adverb,B2
rare,adjective,B2
rarely,adverb,B2
rash,adjective,B2
raspberry,noun,B2
rat,noun,B2
rate,noun,B2
rate,verb,B2
rather,adverb,B2
rating,noun,B2
ration,noun,B2
rational,adjective,B2
rattle,noun,B2
ravage,noun,B2
raw,adjective,B2
ray,noun,B2
razor,noun,B2
're,be-verb,B2
reach,noun,B2
reach,verb,B2
react,verb,B2
reaction,noun,B2
read,verb,B2
reader,noun,B2
readily,adverb,B2
reading,noun,B2
ready,adjective,B2
real,adjective,B2
real,adverb,B2
real estate,noun,B2
realistic,adjective,B2
reality,noun,B2
realization/realisation,noun,B2
realize/realise,verb,B2
really,adverb,B2
rear,adjective,B2
rearrange,verb,B2
reason,noun,B2
reasonable,adjective,B2
reasonably,adverb,B2
rebel,noun,B2
rebel,verb,B2
rebellious,adjective,B2
rebuild,verb,B2
recall,verb,B2
receipt,noun,B2
receive,verb,B2
recent,adjective,B2
recently,adverb,B2
reception,noun,B2
receptionist,noun,B2
recession,noun,B2
recipe,noun,B2
recite,verb,B2
reckon,verb,B2
reclaim,verb,B2
recognition,noun,B2
recognize/recognise,verb,B2
recollect,verb,B2
recollection,noun,B2
recommend,verb,B2
recommendable,adjective,B2
recommendation,noun,B2
reconsider,verb,B2
record,noun,B2
record,verb,B2
recording,noun,B2
recover,verb,B2
recovery,noun,B2
recreation,noun,B2
recruit,verb,B2
rectangular,adjective,B2
recycle,verb,B2
recycled,adjective,B2
recycling,noun,B2
red,adjective,B2
red,noun,B2
redo,verb,B2
reduce,verb,B2
reduction,noun,B2
redundant,adjective,B2
reed,noun,B2
reef,noun,B2
refer,verb,B2
referee,noun,B2
reference,noun,B2
referent,adjective,B2
refinery,noun,B2
reflect,verb,B2
reflection,noun,B2
reflective,adjective,B2
reform,noun,B2
refrain,noun,B2
refresh,noun,B2
refreshments,noun,B2
refrigerator,noun,B2
refuge,noun,B2
refugee,noun,B2
refund,noun,B2
refusal,noun,B2
refuse,noun,B2
refuse,verb,B2
refute,verb,B2
regain,verb,B2
regard,noun,B2
regard,verb,B2
regarding,preposition,B2
regardless,adverb,B2
reggae,noun,B2
regime,noun,B2
region,noun,B2
regional,adjective,B2
